section;wkt
2576;LINESTRING(88.250092 42.61945,88.250987 42.595959)
2581;LINESTRING(92.11654 43.468283,92.139666 43.441465)
2582;LINESTRING(92.139666 43.441465,92.11654 43.468283)
2586;LINESTRING(93.427263 43.227301,93.434547 43.235909)
2587;LINESTRING(93.434547 43.235909,93.427263 43.227301)
2587;LINESTRING(93.693283 43.135096,93.685006 43.092056)
2588;LINESTRING(93.685006 43.092056,93.693283 43.135096)
2593;LINESTRING(95.031879 42.948203,95.07157 42.989647)
2593;LINESTRING(95.031879 42.948203,95.07157 42.989647)
2594;LINESTRING(88.272912 41.730352,88.178051 41.724087)
2600;LINESTRING(94.657021 43.019258,94.730768 43.000821)
2601;LINESTRING(94.730768 43.000821,94.730768 43.000821)
2602;LINESTRING(93.087116 43.870773,93.087116 43.870773)
2604;LINESTRING(92.171212 43.780396,92.171212 43.780396)
2607;LINESTRING(93.087116 43.870773,93.087116 43.870773)
2608;LINESTRING(95.07157 42.989647,95.031879 42.948203)
2608;LINESTRING(94.730768 43.000821,94.657021 43.019258)
2608;LINESTRING(94.730768 43.000821,94.730768 43.000821)
2608;LINESTRING(95.07157 42.989647,95.07157 42.989647)
2609;LINESTRING(95.07157 42.989647,95.031879 42.948203)
2609;LINESTRING(95.07157 42.989647,95.07157 42.989647)
2612;LINESTRING(96.038419 43.308007,96.038419 43.308007)
2613;LINESTRING(96.038419 43.308007,96.038419 43.308007)
2619;LINESTRING(89.970926 46.649701,89.978176 46.648989)
2619;LINESTRING(89.970926 46.649701,89.970926 46.649701)
2619;LINESTRING(89.81904 46.875946,89.81904 46.875946)
2620;LINESTRING(89.978176 46.648989,89.970926 46.649701)
2620;LINESTRING(89.978176 46.648989,89.971321 46.648529)
2620;LINESTRING(90.114062 46.586912,90.085516 46.515701)
2624;LINESTRING(89.970926 46.649701,89.970926 46.649701)
2624;LINESTRING(89.971321 46.648529,89.978176 46.648989)
2625;LINESTRING(90.085516 46.515701,90.114062 46.586912)
2625;LINESTRING(90.141987 46.367469,90.157597 46.359489)
2626;LINESTRING(90.157597 46.359489,90.141987 46.367469)
2627;LINESTRING(90.331572 45.961485,90.341815 45.935282)
2628;LINESTRING(90.341815 45.935282,90.331572 45.961485)
2631;LINESTRING(91.102749 45.036987,91.102749 45.036987)
2632;LINESTRING(91.102749 45.036987,91.102749 45.036987)
2639;LINESTRING(92.171212 43.780396,92.171212 43.780396)
2645;LINESTRING(94.799215 40.019054,94.798522 40.024319)
2645;LINESTRING(94.822077 40.02806,94.822077 40.02806)
2646;LINESTRING(94.798522 40.024319,94.799215 40.019054)
2646;LINESTRING(94.82845 40.040392,94.822077 40.02806)
2647;LINESTRING(95.035315 40.125188,95.0161 40.056413)
2647;LINESTRING(95.075774 40.141538,95.13767 40.067537)
2652;LINESTRING(94.822077 40.02806,94.822077 40.02806)
2652;LINESTRING(94.822077 40.02806,94.82845 40.040392)
2652;LINESTRING(95.0161 40.056413,95.035315 40.125188)
2653;LINESTRING(95.13767 40.067537,95.075774 40.141538)
2658;LINESTRING(97.723815 40.035274,97.723815 40.035274)
2658;LINESTRING(97.723815 40.035274,97.723815 40.035274)
2658;LINESTRING(97.569385 40.121635,97.530504 40.05471)
2662;LINESTRING(80.790043 47.579237,80.790043 47.579237)
2663;LINESTRING(80.790043 47.579237,80.790043 47.579237)
2685;LINESTRING(84.298482 46.765293,84.310612 46.677957)
2685;LINESTRING(84.50504 46.772225,84.50504 46.772225)
2685;LINESTRING(84.50504 46.772225,84.50504 46.772225)
2687;LINESTRING(84.310612 46.677957,84.298482 46.765293)
2688;LINESTRING(84.50504 46.772225,84.50504 46.772225)
2688;LINESTRING(84.50504 46.772225,84.50504 46.772225)
2689;LINESTRING(84.50504 46.772225,84.50504 46.772225)
2689;LINESTRING(84.50504 46.772225,84.50504 46.772225)
2696;LINESTRING(81.889442 48.036182,81.889442 48.036182)
2701;LINESTRING(81.889442 48.036182,81.889442 48.036182)
2706;LINESTRING(83.834765 47.343033,83.879473 47.399178)
2707;LINESTRING(83.879473 47.399178,83.834765 47.343033)
2709;LINESTRING(84.823629 47.099955,84.823629 47.099955)
2710;LINESTRING(84.823629 47.099955,84.823629 47.099955)
2721;LINESTRING(85.886101 49.169306,85.886101 49.169306)
2721;LINESTRING(85.886101 49.169306,85.988982 49.171975)
2721;LINESTRING(85.886101 49.169306,85.886101 49.169306)
2722;LINESTRING(85.886101 49.169306,85.886101 49.169306)
2722;LINESTRING(85.886101 49.169306,85.886101 49.169306)
2723;LINESTRING(85.988982 49.171975,85.886101 49.169306)
2727;LINESTRING(85.886101 49.169306,85.886101 49.169306)
2727;LINESTRING(85.886101 49.169306,85.886101 49.169306)
2742;LINESTRING(88.776363 48.292102,88.72459 48.259883)
2743;LINESTRING(88.72459 48.259883,88.776363 48.292102)
2746;LINESTRING(89.81904 46.875946,89.81904 46.875946)
2755;LINESTRING(106.197069 40.435032,106.168535 40.400791)
2760;LINESTRING(108.681479 41.293983,108.673904 41.244403)
2761;LINESTRING(97.723815 40.035274,97.723815 40.035274)
2761;LINESTRING(97.723815 40.035274,97.723815 40.035274)
2761;LINESTRING(97.579049 40.029309,97.530504 40.05471)
2762;LINESTRING(97.723815 40.035274,97.723815 40.035274)
2762;LINESTRING(97.723815 40.035274,97.723815 40.035274)
2762;LINESTRING(97.980299 39.965676,98.081867 39.922915)
2786;LINESTRING(108.673904 41.244403,108.681479 41.293983)
2796;LINESTRING(111.984618 40.943357,111.984618 40.943357)
2801;LINESTRING(83.608827 31.383799,83.55897 31.331548)
2801;LINESTRING(83.700319 31.304843,83.676355 31.268596)
2801;LINESTRING(83.570009 31.437288,83.570009 31.437288)
2803;LINESTRING(92.069358 33.595253,92.009743 33.556033)
2804;LINESTRING(91.935617 33.428568,91.942984 33.406795)
2804;LINESTRING(92.009743 33.556033,92.069358 33.595253)
2810;LINESTRING(84.300461 30.640222,84.353184 30.653823)
2813;LINESTRING(113.198197 39.383161,113.202345 39.396178)
2814;LINESTRING(113.202345 39.396178,113.198197 39.383161)
2814;LINESTRING(113.302195 39.46141,113.302195 39.46141)
2814;LINESTRING(113.302195 39.46141,113.365639 39.513684)
2815;LINESTRING(111.984618 40.943357,111.984618 40.943357)
2815;LINESTRING(111.984618 40.943357,111.984618 40.943357)
2823;LINESTRING(111.984618 40.943357,111.984618 40.943357)
2831;LINESTRING(113.249201 40.144446,113.249201 40.144446)
2832;LINESTRING(113.249201 40.144446,113.249201 40.144446)
2850;LINESTRING(114.74693 40.346853,114.764298 40.266482)
2851;LINESTRING(113.276255 39.573277,113.340438 39.506424)
2856;LINESTRING(114.764298 40.266482,114.74693 40.346853)
2857;LINESTRING(115.108479 40.328306,115.107102 40.355225)
2858;LINESTRING(115.107102 40.355225,115.108479 40.328306)
2873;LINESTRING(70.5084 38.510798,70.5084 38.510798)
2875;LINESTRING(70.184622 37.984348,70.184622 37.984348)
2876;LINESTRING(70.184622 37.984348,70.184622 37.984348)
2878;LINESTRING(70.145742 37.433413,70.145742 37.433413)
2879;LINESTRING(70.145742 37.433413,70.145742 37.433413)
2882;LINESTRING(72.532087 37.975033,72.446955 37.978157)
2882;LINESTRING(72.711842 38.165814,72.799673 38.222272)
2882;LINESTRING(72.711842 38.165814,72.740847 38.154035)
2883;LINESTRING(72.446955 37.978157,72.532087 37.975033)
2889;LINESTRING(85.110743 31.336533,85.085624 31.355373)
2890;LINESTRING(87.871006 28.630658,87.807189 28.60709)
2891;LINESTRING(82.32607 31.270704,82.374185 31.316261)
2894;LINESTRING(79.858445 32.266829,79.858445 32.266829)
2895;LINESTRING(79.904284 32.213555,79.858445 32.266829)
2899;LINESTRING(96.759475 29.373531,96.759475 29.373531)
2899;LINESTRING(96.951855 29.272258,97.02661 29.33415575)
2899;LINESTRING(96.759475 29.373531,96.759475 29.373531)
2904;LINESTRING(98.641355 27.841906,98.641355 27.841906)
2906;LINESTRING(86.518504 30.716781,86.511555 30.68756)
2907;LINESTRING(86.511555 30.68756,86.518504 30.716781)
2907;LINESTRING(86.51993 30.53005,86.51993 30.53005)
2907;LINESTRING(86.51993 30.53005,86.603674 30.503502)
2908;LINESTRING(86.51993 30.53005,86.51993 30.53005)
2908;LINESTRING(86.603674 30.503502,86.580154 30.446128)
2909;LINESTRING(86.603674 30.503502,86.51993 30.53005)
2909;LINESTRING(86.580154 30.446128,86.580154 30.446128)
2910;LINESTRING(86.580154 30.446128,86.603674 30.503502)
2910;LINESTRING(86.580154 30.446128,86.580154 30.446128)
2910;LINESTRING(86.348878 30.341715,86.348878 30.341715)
2911;LINESTRING(86.348878 30.341715,86.348878 30.341715)
2914;LINESTRING(75.677478 39.55629,75.640712 39.619217)
2917;LINESTRING(86.082518 42.671816,86.075359 42.676986)
